data,Particulas Inalaveis
2018-08-08,25.994583333333335
2018-08-09,39.2425
2018-08-10,94.10291666666667
2018-08-11,62.22003050560486
2018-08-12,40.62041666666668
2018-08-13,36.50833333333333
2018-08-14,40.07375
2018-08-15,38.48291666666667
2018-08-16,44.387916666666676
2018-08-17,34.32999999999999
2018-08-18,17.625416666666666
2018-08-19,21.135833333333338
2018-08-20,28.295
2018-08-21,50.313750000000006
2018-08-22,46.85541666666666
2018-08-23,47.72375
2018-08-24,47.50666666666666
2018-08-25,43.897916666666674
2018-08-26,34.71874999999999
2018-08-27,23.800416666666667
2018-08-28,18.635416666666668
2018-08-29,15.453333333333331
2018-08-30,19.00583333333333
2018-08-31,24.87166666666667
2018-09-01,29.66208333333333
2018-09-02,33.177499999999995
2018-09-03,45.06791666666666
2018-09-04,64.705
2018-09-05,41.29583333333333
2018-09-06,48.18333333333333
2018-09-07,45.4575
2018-09-08,40.96833333333334
2018-09-09,34.07791666666667
2018-09-10,30.545477677876377
2018-09-11,53.84666666666666
2018-09-12,48.77124999999999
2018-09-13,34.34916666666667
2018-09-14,40.58333333333333
2018-09-15,38.68208333333334
2018-09-16,54.00333333333334
2018-09-17,50.95874999999999
2018-09-18,49.607499999999995
2018-09-19,30.305416666666662
2018-09-20,32.09375
2018-09-21,31.241666666666664
2018-09-22,29.079999999999995
2018-09-23,24.442499999999995
2018-09-24,32.038333333333334
2018-09-25,36.79125
2018-09-26,34.6025
2018-09-27,37.481249999999996
2018-09-28,44.209166666666675
2018-09-29,40.75791666666666
2018-09-30,31.13625
2018-10-01,29.111666666666665
2018-10-02,28.48628050560485
2018-10-03,32.25544717227152
2018-10-04,28.852113838938195
2018-10-05,26.976372022419415
2018-10-06,22.213038689086087
2018-10-07,22.858516366962462
2018-10-08,22.362530505604852
2018-10-09,42.73916666666667
2018-10-10,44.63762202241943
2018-10-11,48.72589434454304
2018-10-12,26.44922767787637
2018-10-13,32.78047767787638
2018-10-14,29.09300818348123
2018-10-15,29.566666666666666
2018-10-16,17.957530505604854
2018-10-17,26.714166666666657
2018-10-18,32.79131101120971
2018-10-19,50.88125
2018-10-20,16.180833333333336
2018-10-21,20.858333333333334
2018-10-22,15.995000000000003
2018-10-23,18.705
2018-10-24,28.378749999999997
2018-10-25,20.8534248501479
2018-10-26,28.19839434454305
2018-10-27,34.20525445664015
2018-10-28,29.742784962244997
2018-10-29,29.83073213451652
2018-10-30,26.514268595282527
2018-10-31,26.347916666666666
2018-11-01,29.35958333333333
2018-11-02,24.07041666666667
2018-11-03,25.74044717227152
2018-11-04,27.592083333333335
2018-11-05,14.428394344543044
2018-11-06,13.920061011209711
2018-11-07,16.912499999999998
2018-11-08,11.495894344543041
2018-11-09,17.9528355616534
2018-11-10,10.85925818348123
2018-11-11,14.909827378172169
2018-11-12,16.951280505604853
2018-11-13,15.697083333333337
2018-11-14,17.012916666666666
2018-11-15,21.49541666666666
2018-11-16,14.84625
2018-11-17,21.559166666666666
2018-11-18,14.989166666666662
2018-11-19,22.56583333333334
2018-11-20,13.722083333333336
2018-11-21,10.369166666666667
2018-11-22,19.850416666666668
2018-11-23,22.628780505604862
2018-11-24,24.205416666666665
2018-11-25,15.488333333333335
2018-11-26,22.063008183481234
2018-11-27,19.39083333333333
2018-11-28,22.68375
2018-11-29,24.236666666666668
2018-11-30,26.695416666666663
2018-12-01,22.176249999999996
2018-12-02,14.24
2018-12-03,14.37768303362913
2018-12-04,16.889197172271526
2018-12-05,27.137144344543042
2018-12-06,24.02169717227152
2018-12-07,32.08589434454305
2018-12-08,23.277916666666666
2018-12-09,13.152499999999998
2018-12-10,18.237530505604855
2018-12-11,17.136666666666667
2018-12-12,19.720833333333328
2018-12-13,30.281666666666663
2018-12-14,30.83708333333334
2018-12-15,22.38625
2018-12-16,21.33541666666667
2018-12-17,29.21291666666666
2018-12-18,39.21416666666667
2018-12-19,45.213750000000005
2018-12-20,40.44416666666667
2018-12-21,43.01541666666666
2018-12-22,40.41125
2018-12-23,33.56791666666667
2018-12-24,26.327916666666667
2018-12-25,15.370833333333337
2018-12-26,18.31583333333333
2018-12-27,16.497083333333336
2018-12-28,14.41125
2018-12-29,15.081666666666669
2018-12-30,18.707916666666666
2018-12-31,13.304583333333333
